time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,Bx,By,Bz,Azimuth,Pitch,Roll,Latitude,Longitude,Speed (m/s),Labels
11:58:29:289,0.0516,0.4405,1.1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stop
11:58:29:289,0.0125,0.6224,0.7632,0,0,0,0,0,0,0,0,0,0,0,0,48.72775506,9.08778419,0,Stop
11:58:29:290,-0.1447,0.7001,0.5853,0,0,0,0,0,0,0,0,0,0,0,0,48.72775506,9.08778419,0,Stop
11:58:29:317,-0.1308,0.6101,0.816,0,0,0,0,0,0,0,0,0,0,0,0,48.72775506,9.08778419,0,Stop
11:58:29:321,0.0151,0.5136,0.9768,0,0,0,0,0,0,0,0,0,0,0,0,48.72775506,9.08778419,0,Stop
11:58:29:322,0.0151,0.5136,0.9768,0,0,0,0.0051,0.0182,0.0286,0,0,0,0,0,0,48.72775506,9.08778419,0,Stop
11:58:29:346,-0.0085,0.6207,0.7255,0,0,0,0.0051,0.0182,0.0286,0,0,0,0,0,0,48.72775506,9.08778419,0,Stop
11:58:29:383,-0.0085,0.6207,0.7255,0,0,0,0.0051,0.0182,0.0286,11.1508,-35.5386,-11.0654,0,0,0,48.72775506,9.08778419,0,Stop
11:58:29:385,-0.0985,0.626,0.7368,0,0,0,0.0051,0.0182,0.0286,11.1508,-35.5386,-11.0654,0,0,0,48.72775506,9.08778419,0,Stop
11:58:29:386,-0.0655,0.571,0.8695,0,0,0,0.0051,0.0182,0.0286,11.1508,-35.5386,-11.0654,0,0,0,48.72775506,9.08778419,0,Stop
11:58:29:388,-0.0655,0.571,0.8695,0,0,0,0.0285,-0.0161,-0.0278,11.1508,-35.5386,-11.0654,0,0,0,48.72775506,9.08778419,0,Stop
11:58:29:394,-0.0039,0.5789,0.8238,0,0,0,0.0285,-0.0161,-0.0278,11.1508,-35.5386,-11.0654,0,0,0,48.72775506,9.08778419,0,Stop
11:58:29:396,-0.0039,0.5789,0.8238,0,0,0,0.0285,-0.0161,-0.0278,11.1508,-35.5386,-11.0654,0,0,0,48.72775506,9.08778419,0,Stop
11:58:29:413,-0.0374,0.6197,0.7387,0,0,0,0.0285,-0.0161,-0.0278,11.1508,-35.5386,-11.0654,0,0,0,48.72775506,9.08778419,0,Stop
11:58:29:448,-0.0545,0.585,0.8333,0,0,0,0.0285,-0.0161,-0.0278,11.1508,-35.5386,-11.0654,0,0,0,48.72775506,9.08778419,0,Stop
