time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,Bx,By,Bz,Azimuth,Pitch,Roll,Latitude,Longitude,Speed (m/s),Labels
14:20:34:814,0.0325,0.6395,0.9106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stop
14:20:34:814,0.0951,0.7106,0.6984,0,0,0,0,0,0,0,0,0,0,0,0,48.77740345,9.17390883,0,Stop
14:20:34:815,0.2017,0.7526,0.529,0,0,0,0,0,0,0,0,0,0,0,0,48.77740345,9.17390883,0,Stop
14:20:34:825,0.2723,0.6862,0.672,0,0,0,0,0,0,0,0,0,0,0,0,48.77740345,9.17390883,0,Stop
14:20:34:854,0.2723,0.6862,0.672,0,0,0,-0.0738,-0.0449,0.0417,0,0,0,0,0,0,48.77740345,9.17390883,0,Stop
14:20:34:856,0.2322,0.6243,0.8627,0,0,0,-0.0738,-0.0449,0.0417,0,0,0,0,0,0,48.77740345,9.17390883,0,Stop
14:20:34:873,0.1271,0.6867,0.7466,0,0,0,-0.0738,-0.0449,0.0417,0,0,0,0,0,0,48.77740345,9.17390883,0,Stop
14:20:34:874,0.0736,0.7583,0.5791,0,0,0,-0.0738,-0.0449,0.0417,0,0,0,0,0,0,48.77740345,9.17390883,0,Stop
14:20:34:911,0.1088,0.714,0.6854,0,0,0,-0.0738,-0.0449,0.0417,0,0,0,0,0,0,48.77740345,9.17390883,0,Stop
14:20:34:915,0.1088,0.714,0.6854,0,0,0,-0.0089,-0.0365,0.027,0,0,0,0,0,0,48.77740345,9.17390883,0,Stop
14:20:34:917,0.1088,0.714,0.6854,0,0,0,-0.0089,-0.0365,0.027,18.8002,-3.5624,-28.609,0,0,0,48.77740345,9.17390883,0,Stop
14:20:34:918,0.1929,0.6475,0.8184,0,0,0,-0.0089,-0.0365,0.027,18.8002,-3.5624,-28.609,0,0,0,48.77740345,9.17390883,0,Stop
14:20:34:920,0.1929,0.6475,0.8184,0,0,0,-0.0089,-0.0365,0.027,18.8002,-3.5624,-28.609,0,0,0,48.77740345,9.17390883,0,Stop
14:20:34:940,0.2467,0.6688,0.7277,0,0,0,-0.0089,-0.0365,0.027,18.8002,-3.5624,-28.609,0,0,0,48.77740345,9.17390883,0,Stop
