time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,Bx,By,Bz,Azimuth,Pitch,Roll,Latitude,Longitude,Speed (m/s),Labels
14:46:22:840,-0.1251,0.7705,0.5219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stop
14:46:22:840,-0.165,0.695,0.7754,0,0,0,0,0,0,0,0,0,0,0,0,48.74562825,9.10608274,0,Stop
14:46:22:841,-0.1467,0.6832,0.782,0,0,0,0,0,0,0,0,0,0,0,0,48.74562825,9.10608274,0,Stop
14:46:22:874,-0.1024,0.7429,0.5992,0,0,0,0,0,0,0,0,0,0,0,0,48.74562825,9.10608274,0,Stop
14:46:22:887,-0.1024,0.7429,0.5992,0,0,0,0.0113,-0.026,0.0479,0,0,0,0,0,0,48.74562825,9.10608274,0,Stop
14:46:22:900,-0.0944,0.7292,0.6405,0,0,0,0.0113,-0.026,0.0479,0,0,0,0,0,0,48.74562825,9.10608274,0,Stop
14:46:22:901,-0.1088,0.6818,0.7688,0,0,0,0.0113,-0.026,0.0479,0,0,0,0,0,0,48.74562825,9.10608274,0,Stop
14:46:22:919,-0.1141,0.7074,0.7124,0,0,0,0.0113,-0.026,0.0479,0,0,0,0,0,0,48.74562825,9.10608274,0,Stop
14:46:22:927,-0.0997,0.7429,0.6136,0,0,0,0.0113,-0.026,0.0479,0,0,0,0,0,0,48.74562825,9.10608274,0,Stop
14:46:22:938,-0.0997,0.7429,0.6136,0,0,0,0.0028,-0.0225,-0.0075,0,0,0,0,0,0,48.74562825,9.10608274,0,Stop
14:46:22:939,-0.0997,0.7429,0.6136,0,0,0,0.0028,-0.0225,-0.0075,-6.0024,-41.175,-31.2442,0,0,0,48.74562825,9.10608274,0,Stop
14:46:22:960,-0.0958,0.7157,0.6891,0,0,0,0.0028,-0.0225,-0.0075,-6.0024,-41.175,-31.2442,0,0,0,48.74562825,9.10608274,0,Stop
